"ar.drop.slope","ar.drop.offset","ar1.noise.var","ar1.param","ar2.noise.var","ar2.param1","ar2.param2","ts.skewness","ts.kurtosis","ts.mean.min.median","ts.entropy1","ts.entropy2","ts.jump.max.abs.diff","ts.jump.max.abs.diff.std","ts.jump.max.abs.diff.std.len","ts.jump.max.abs.diff.std.localmean","ts.jump.max.abs.diff.std.localsum","ts.xcorr","fft.coarse.10","fft.coarse.15","fft.coarse.20","fft.coarse.25","fft.H0r.25","fft.H0r","mcorr.max","mcorr.max.grad","mcorr.max.max","mcorr.reg.2nd.max","mcorr.reg.max","mcorr.reg.mean","ts.oup.sigma","ts.oup.lambda","cluster.num","cluster.mean.min.median","cluster.max","cluster.var","cluster.skew","cluster.kurt","cluster.max1","cluster.max2","cluster.max3","negpos.entropy","negpos.abs.entropy","negpos.mean.ratio","negpos.stdmean.ratio","negpos.ratio","negpos.ratio.thresh","zxfunc.99prctl","zxfunc.95prctl","z2func.99prctl","z2func.95prctl","max.slice.prcnt","thr.max.slice.prcnt","every.2nd.single.var","every.2nd.pair.var","thr.every.2nd.single.var","thr.every.2nd.pair.var","wm.ts.coef","gm.ts.coef","csf.ts.coef","prcnt.on.csf","prcnt.on.gm","prcnt.on.wm","thr.prcnt.on.csf","thr.prcnt.on.gm","thr.prcnt.on.wm","thr.both.prcnt.on.csf","thr.both.prcnt.on.gm","thr.both.prcnt.on.wm","smoothness","smoothness.mm","std.then.tfce.max","tfce.max","thr.then.tfce","percent.on.edge.bin1","percent.on.edge.norm1","percent.of.edge1","percent.on.edge.bin2","percent.on.edge.norm2","percent.of.edge2","percent.on.edge.bin3","percent.on.edge.norm3","percent.of.edge3","percent.on.edge.bin4","percent.on.edge.norm4","percent.of.edge4","percent.on.edge.bin5","percent.on.edge.norm5","percent.of.edge5","percent.on.mask01.bin","percent.on.mask01.norm","percent.of.mask01","cc01a","cc01b","cc01c","percent.on.mask02.bin","percent.on.mask02.norm","percent.of.mask02","cc02a","cc02b","cc02c","percent.on.mask03.bin","percent.on.mask03.norm","percent.of.mask03","cc03a","cc03b","cc03c","percent.on.mask11.bin","percent.on.mask11.norm","percent.of.mask11","cc11a","cc11b","cc11c","percent.on.mask12.bin","percent.on.mask12.norm","percent.of.mask12","cc12a","cc12b","cc12c","percent.on.mask13.bin","percent.on.mask13.norm","percent.of.mask13","cc13a","cc13b","cc13c","percent.on.mask21.bin","percent.on.mask21.norm","percent.of.mask21","cc21a","cc21b","cc21c","percent.on.mask22.bin","percent.on.mask22.norm","percent.of.mask22","cc22a","cc22b","cc22c","percent.on.mask23.bin","percent.on.mask23.norm","percent.of.mask23","cc23a","cc23b","cc23c","percent.on.mask31.bin","percent.on.mask31.norm","percent.of.mask31","cc31a","cc31b","cc31c","percent.on.mask32.bin","percent.on.mask32.norm","percent.of.mask32","cc32a","cc32b","cc32c","percent.on.mask33.bin","percent.on.mask33.norm","percent.of.mask33","cc33a","cc33b","cc33c","stripe.patt","tlen","class.labs"
-0.014007,0.82028,0.80382,-0.44171,0.80271,-0.42533,-0.037073,0.11781,3.7267,0.024888,3.1476,2.4933e-05,4.6547,4.4116,1.1103,6.0159,0.0081296,0.44277,6.6441e+16,6.6441e+16,6.6441e+16,6.6441e+16,NA,NA,0.11491,0.075944,0.11491,0.13673,0.20967,0.097697,NA,NA,197,159.17,24806,3197700,13.425,184.89,198450,31296,9664,0.91146,0.93071,0.18836,0.13427,0.1387,0.50254,2984.2,1771.6,0.021702,0.0024903,0.031631,0.031206,0.0034725,0.02101,0.0049697,0.029444,2.1098,1.4206,0.32111,0.12704,0.44516,0.40951,0.14383,0.45516,0.38186,0.14666,0.45585,0.37856,9.3821,3.2761,9213.7,31466,29309,0.056288,0.056532,0.068677,0.10917,0.11003,0.069812,0.15751,0.15861,0.0705,0.20597,0.20741,0.072616,0.25049,0.25365,0.074218,0.011391,0.010863,0.14775,0.037168,0.047493,-0.016343,0.021486,0.020665,0.13232,0.043731,0.059542,-0.017583,0.032855,0.031786,0.11988,0.048062,0.069352,-0.018156,0.0065936,0.0065195,0.21417,0.038197,0.045483,-0.003009,0.012326,0.012132,0.18327,0.043587,0.054388,-0.0054559,0.018757,0.018517,0.16194,0.047394,0.061965,-0.0053495,0.004663,0.0042395,0.10885,0.017635,0.023605,-0.020555,0.0092834,0.0086591,0.1069,0.023132,0.032092,-0.020407,0.014543,0.013701,0.1015,0.02672,0.038388,-0.021243,0.00013451,0.00010411,0.038763,6.812e-05,0.0070477,-0.0096911,0.00029336,0.00023291,0.02703,-0.0013846,0.010081,-0.010838,0.00045772,0.0003662,0.020794,-0.0029329,0.013594,-0.013127,1.1186,746,"0"
-0.01411,0.66215,0.64605,-0.59421,0.64567,-0.57972,-0.024375,-0.29139,3.5816,-0.023273,3.1283,0.00014192,3.2733,3.6477,0.80312,4.8219,0.006516,0.59642,6.0712e+16,6.0712e+16,6.0712e+16,6.0712e+16,NA,NA,0.074321,0.072936,0.074321,0.12687,0.26208,0.10058,NA,NA,288,67.451,14531,753330,16.202,269.18,116250,20400,1456,0.91591,0.93823,0.18512,0.12854,0.13705,0.55732,3196.1,1736.9,0.018898,0.0022087,0.040295,0.038452,0.0008869,0.0070002,0.00043828,0.0055808,2.0175,1.2222,0.23193,0.12132,0.43708,0.4238,0.13526,0.43567,0.41176,0.13514,0.44015,0.40831,15.695,3.3904,20283,49057,45503,0.043904,0.042347,0.036682,0.096299,0.092923,0.042171,0.1495,0.14495,0.045823,0.20124,0.19489,0.048586,0.25372,0.24637,0.05148,0.0053074,0.0048421,0.047142,0.0085995,0.031606,-0.022363,0.009604,0.0086647,0.040504,0.0080784,0.039381,-0.032254,0.01498,0.013302,0.03743,0.0080608,0.046106,-0.045365,0.00264,0.002365,0.058722,0.0085216,0.028094,-0.019072,0.0049455,0.0044253,0.050352,0.0087772,0.033331,-0.025058,0.0078905,0.0070359,0.04665,0.0094855,0.038125,-0.031989,0.0026609,0.0024708,0.042535,0.0049427,0.017173,-0.012638,0.0045982,0.0041849,0.036258,0.0041378,0.022089,-0.020214,0.007022,0.0062171,0.033561,0.003824,0.026061,-0.031473,6.4263e-06,6.3062e-06,0.0012681,-0.0024928,0.0060584,-0.00052693,9.5275e-05,9.0023e-05,0.0060115,-0.0030417,0.010338,-0.0025331,0.00024843,0.00022806,0.0077286,-0.0037489,0.01442,-0.0044192,0.822,746,"0"
-0.0049021,0.24121,0.24845,-0.86673,0.22266,-1.146,0.32219,0.16178,2.3679,0.074698,3.1815,0.00029329,2.6371,5.1159,0.265,7.0052,0.0094665,0.86724,5.2966e+16,5.2966e+16,5.2966e+16,5.2966e+16,NA,NA,0.14839,0.088723,0.14839,0.18084,0.29843,0.10547,NA,NA,317,45.732,10901,374900,17.619,312.59,87208,3200,2480,0.91512,0.93609,0.068974,0.050789,0.01445,0.29014,1331.7,876.44,0.0142,0.0019346,0.036304,0.028079,0.011343,0.0089655,0.017292,0.011582,0.9289,1.1572,0.36919,0.15152,0.44592,0.3751,0.22569,0.45191,0.27592,0.23525,0.45164,0.26095,5.0143,3.0008,22678,55418,53005,0.069303,0.074836,0.046679,0.13414,0.14347,0.047357,0.18769,0.19895,0.046378,0.23127,0.24385,0.045013,0.26489,0.2772,0.043329,0.0047763,0.0043436,0.034201,0.0059839,0.029794,-0.016055,0.009821,0.008859,0.033391,0.0076909,0.037799,-0.02309,0.015845,0.013943,0.031918,0.0085831,0.044371,-0.03526,0.0022489,0.0019441,0.040326,0.005603,0.024881,-0.016533,0.0046581,0.004005,0.038234,0.0069166,0.030051,-0.022661,0.0073631,0.006198,0.035094,0.0072126,0.034061,-0.031372,0.0024011,0.0022783,0.030942,0.0033157,0.016821,-0.0063103,0.0046544,0.0043913,0.029587,0.0038655,0.021461,-0.0090391,0.0072133,0.0066387,0.027792,0.0038379,0.025022,-0.01553,0.00012627,0.00012127,0.020087,-9.6775e-05,0.0085918,-0.0015877,0.00050853,0.00046268,0.025867,0.00083148,0.013816,-0.0054836,0.0012693,0.0011063,0.031832,0.0024816,0.019648,-0.011683,1.0062,746,"0"
-0.0033908,0.33928,0.33624,-0.81443,0.3354,-0.77373,-0.049982,0.043992,4.3491,0.0065499,3.0913,0.00040962,5.0236,8.3502,0.36098,13.689,0.018498,0.81841,5.0225e+16,5.0225e+16,5.0225e+16,5.0225e+16,NA,NA,0.16356,0.14698,0.16356,0.19232,0.20909,0.091469,NA,NA,316,35.323,6884,160120,16.152,272.93,55072,14584,3104,0.91839,0.94509,0.11884,0.077153,0.09614,0.45015,2316.6,1360.9,0.015823,0.0020753,0.02521,0.03012,0.0023119,0.002135,0.014323,0.0091981,2.1875,1.907,0.39067,0.12861,0.44507,0.40632,0.17267,0.48293,0.31686,0.17892,0.48553,0.30825,9.1764,3.2505,12587,22718,19153,0.041659,0.040753,0.023596,0.082528,0.080192,0.024501,0.1182,0.11415,0.024561,0.1509,0.14523,0.024699,0.18521,0.17801,0.025475,0.009516,0.0093325,0.057302,0.01951,0.045461,-0.0094504,0.01943,0.019195,0.055554,0.025532,0.05846,-0.008013,0.031143,0.031072,0.052753,0.029935,0.069773,-0.0018608,0.0044838,0.0043105,0.067612,0.015739,0.036216,-0.013052,0.0094261,0.009088,0.065062,0.02067,0.045574,-0.016469,0.014974,0.014463,0.060016,0.023537,0.053124,-0.019118,0.0050322,0.005022,0.054533,0.013336,0.027296,-0.00072174,0.01018,0.010268,0.054417,0.017931,0.036336,0.0041378,0.016787,0.017187,0.054392,0.022459,0.044492,0.014248,3.1025e-08,2.4311e-08,4.1505e-06,-0.0021478,0.012324,-0.0072333,3.2473e-05,2.5943e-05,0.0013891,-0.0029883,0.018375,-0.0083102,0.00011493,9.4209e-05,0.0024239,-0.0037726,0.024844,-0.0098703,0.75526,746,"1"
-0.019886,0.48113,0.508,-0.70094,0.408,-0.38995,-0.44367,-0.37187,3.0081,-0.062875,3.1609,6.1948e-06,2.9758,3.8722,0.58903,5.0632,0.0068422,0.70387,5.3177e+16,5.3177e+16,5.3177e+16,5.3177e+16,NA,NA,0.15837,0.28154,0.28154,0.29349,0.31823,0.12395,NA,NA,381,27.724,7306,140720,19.174,371.85,58448,4672,1784,0.91775,0.94461,0.058002,0.037825,0.049881,0.33457,1639.6,962.18,0.020142,0.0020332,0.031792,0.035629,0.0031352,0.00037784,0.0016091,0.0076698,2.0097,0.060913,1.3817,0.13233,0.44725,0.40051,0.18097,0.48495,0.30901,0.18761,0.48231,0.30429,6.0562,3.204,8107,15001,10647,0.059587,0.05777,0.034608,0.11392,0.11176,0.034678,0.16322,0.15983,0.034777,0.20508,0.2005,0.034419,0.24317,0.23772,0.034299,0.02309,0.025759,0.14257,0.060466,0.076043,0.081282,0.043228,0.047906,0.12674,0.072242,0.093077,0.099731,0.066331,0.073647,0.11521,0.081758,0.10885,0.12473,0.010184,0.011036,0.15747,0.043353,0.056443,0.038891,0.018853,0.020087,0.13343,0.049646,0.065855,0.038998,0.027541,0.029155,0.11319,0.052167,0.073078,0.04136,0.012705,0.014553,0.14118,0.043935,0.050425,0.0758,0.024829,0.028344,0.1361,0.056818,0.065635,0.098783,0.040322,0.046312,0.13396,0.069915,0.080963,0.13029,0.0002005,0.00016898,0.027504,0.0011369,0.014959,-0.011292,0.00060054,0.00054025,0.026341,0.0015049,0.021272,-0.011817,0.0013366,0.0012411,0.028905,0.002658,0.028925,-0.012159,0.88018,746,"0"
-0.015132,0.52983,0.51746,-0.69415,0.5079,-0.59979,-0.13593,-0.89181,4.2494,-0.15452,3.0524,0.00029368,5.1668,6.6069,0.60994,11.234,0.015182,0.69448,5.5912e+16,5.5912e+16,5.5912e+16,5.5912e+16,NA,NA,0.19345,0.14345,0.19345,0.1433,0.2265,0.090865,NA,NA,337,22.694,5010,74698,18.016,328.59,40080,1856,1728,0.91751,0.94349,0.029889,0.021153,0.025567,0.12451,1252.8,747.86,0.017256,0.0024092,0.059409,0.033955,0.022844,0.038077,0.038544,0.07969,0.74178,1.7393,1.5081,0.13438,0.43694,0.3938,0.18651,0.43581,0.30432,0.19284,0.41408,0.28534,5.044,3.1504,32078,59042,57849,0.051203,0.046194,0.022773,0.095826,0.085213,0.022338,0.1342,0.11771,0.021896,0.16115,0.14,0.02071,0.18494,0.1598,0.019975,0.011412,0.0098865,0.053958,0.022219,0.042211,-0.033513,0.022302,0.019143,0.050069,0.027469,0.054559,-0.046782,0.034269,0.029149,0.045581,0.030465,0.064252,-0.059585,0.0068351,0.0058797,0.080929,0.023792,0.038127,-0.026732,0.012961,0.010989,0.070246,0.027681,0.046535,-0.038053,0.019759,0.016582,0.062184,0.030233,0.053119,-0.048205,0.0044899,0.0039269,0.038205,0.0099162,0.021625,-0.020183,0.0094656,0.0082161,0.039731,0.014212,0.030257,-0.028309,0.014922,0.012839,0.037963,0.016597,0.036917,-0.036436,8.7097e-05,7.9959e-05,0.0091491,-0.00064345,0.011471,-0.002452,0.00028404,0.00024649,0.0095401,-0.00089049,0.017186,-0.0051972,0.00063978,0.00052242,0.010595,-0.00090588,0.022374,-0.010749,0.81462,746,"0"
-0.0018005,0.10151,0.1026,-0.94724,0.095779,-1.1914,0.25777,-0.15089,2.6798,-0.034506,3.1795,7.19e-05,1.6731,5.2008,0.10321,6.7715,0.0091506,0.94827,4.1547e+16,4.1547e+16,4.1547e+16,4.1547e+16,NA,NA,0.3089,0.15202,0.3089,0.37633,0.59473,0.19255,NA,NA,238,89.16,18183,1391700,15.236,234.03,145460,9008,2176,0.91177,0.93168,0.27367,0.20589,0.16907,0.68699,4335.8,2120.6,0.030278,0.0037497,0.030436,0.026547,0.00082348,0.0074307,0.0014448,0.010649,1.8073,1.2112,0.9451,0.13781,0.46833,0.37568,0.17133,0.5097,0.29855,0.17731,0.50942,0.29595,12.429,3.0054,32844,96006,94411,0.06254,0.064849,0.054877,0.1263,0.13745,0.058086,0.19133,0.21368,0.061591,0.25265,0.28178,0.06406,0.31038,0.34458,0.066138,0.010573,0.011572,0.09863,0.028319,0.048487,0.025815,0.022603,0.024423,0.10011,0.039571,0.064525,0.030159,0.03704,0.039428,0.097198,0.04809,0.077404,0.030105,0.006076,0.00708,0.14193,0.029143,0.047221,0.034317,0.013448,0.015464,0.14379,0.04098,0.062399,0.043495,0.023131,0.025894,0.14362,0.052148,0.075534,0.044119,0.0042587,0.0042577,0.071494,0.012892,0.022584,-4.0269e-05,0.0088162,0.0086424,0.073009,0.017988,0.030075,-0.00452,0.013762,0.013388,0.069076,0.020602,0.03563,-0.0075734,0.00023853,0.00023414,0.049434,0.0021801,0.010812,-0.00090258,0.00086843,0.00088883,0.057546,0.0044976,0.017654,0.0018635,0.0018139,0.0018894,0.059264,0.0064087,0.023823,0.0043392,0.80083,746,"1"
-0.0059812,0.3,0.30327,-0.83446,0.28351,-1.0475,0.25526,-0.027196,2.8399,-0.083611,3.1483,8.4227e-06,2.3666,4.1525,0.32396,5.6322,0.0076111,0.83727,5.4588e+16,5.4588e+16,5.4588e+16,5.4588e+16,NA,NA,0.11472,0.071095,0.11472,0.14124,0.25154,0.098578,NA,NA,338,38.5,9109,246350,18.082,330.5,72872,4208,3864,0.91776,0.93901,0.036534,0.025666,0.048039,0.16984,1246.4,790.27,0.015106,0.0020526,0.025438,0.029722,0.0017376,0.026997,0.0020374,0.060107,1.7591,1.8824,0.31307,0.15313,0.43518,0.3805,0.24029,0.42986,0.27527,0.25059,0.41588,0.26325,5.7041,3.044,18806,40093,37866,0.0636,0.06316,0.040545,0.1199,0.11823,0.040062,0.16604,0.16159,0.038832,0.20424,0.19736,0.037624,0.24025,0.23111,0.037195,0.0051822,0.0044566,0.035122,0.0070943,0.0319,-0.031304,0.010541,0.0092372,0.03392,0.0089486,0.042748,-0.037389,0.017868,0.015775,0.034066,0.011445,0.052243,-0.045616,0.003013,0.002704,0.051136,0.0093004,0.028416,-0.01782,0.0061818,0.0055524,0.048025,0.011591,0.036154,-0.023219,0.0097419,0.0086376,0.043947,0.012635,0.042315,-0.031864,0.0020245,0.0016319,0.024693,0.0016578,0.015645,-0.025824,0.0036356,0.0030661,0.021874,0.00093973,0.02113,-0.027387,0.0063877,0.0055948,0.023294,0.0019964,0.026499,-0.02906,0.00014472,0.00012069,0.02179,0.0002256,0.012944,-0.0094872,0.00079315,0.00068262,0.038185,0.0031894,0.021033,-0.014096,0.0020065,0.0017925,0.047629,0.0065133,0.028942,-0.014848,0.9495,746,"0"
-0.0066068,0.53991,0.53512,-0.68129,0.52833,-0.60458,-0.1126,-0.37244,3.0097,-0.068921,3.1578,4.1704e-06,2.8322,3.5536,0.6335,4.6629,0.0063012,0.68234,5.8094e+16,5.8094e+16,5.8094e+16,5.8094e+16,NA,NA,0.13769,0.15501,0.15501,0.17477,0.19203,0.12111,NA,NA,413,31.38,5510,81033,17.591,333.06,44080,11744,6304,0.91734,0.94257,0.094744,0.063394,0.063865,0.39689,1775.5,1032.8,0.015154,0.0018824,0.030941,0.033512,0.011258,0.011524,0.020501,0.029344,2.0236,1.5372,0.066718,0.13519,0.43766,0.40675,0.18257,0.44896,0.34175,0.18688,0.44612,0.34102,6.8691,3.254,11316,23080,19998,0.052738,0.053492,0.035424,0.10547,0.10709,0.037133,0.16547,0.17038,0.040775,0.22864,0.23857,0.044379,0.28328,0.29517,0.046209,0.012032,0.012357,0.085919,0.029405,0.053015,0.012052,0.024763,0.025197,0.083961,0.039043,0.069665,0.010531,0.040218,0.040548,0.08079,0.046941,0.084219,0.006194,0.0050017,0.0053479,0.089441,0.01985,0.040995,0.019523,0.0098538,0.010243,0.080656,0.023949,0.049651,0.014833,0.015691,0.015901,0.074582,0.027417,0.057147,0.0061851,0.0064984,0.006478,0.083512,0.020808,0.032155,-0.0010317,0.01357,0.013618,0.086022,0.02919,0.043964,0.0015569,0.021627,0.021739,0.083097,0.034943,0.053324,0.0028138,0.00053195,0.00053097,0.084393,0.0071226,0.017279,-0.00020404,0.0018099,0.0018108,0.091811,0.012011,0.029129,8.7326e-05,0.0041356,0.0041955,0.10343,0.018851,0.042877,0.0036492,0.8956,746,"0"
-0.0015085,0.11523,0.11705,-0.93957,0.11018,-1.1672,0.2423,0.39539,3.5728,0.030569,3.1596,3.821e-07,1.8926,5.4881,0.11861,7.4108,0.010015,0.94055,4.2588e+16,4.2588e+16,4.2588e+16,4.2588e+16,NA,NA,0.14992,0.16231,0.16231,0.50202,0.6239,0.21437,NA,NA,259,61.884,5856,186000,10.889,135.32,46848,24240,10824,0.91421,0.93435,0.2145,0.16477,0.1006,0.64172,4736.3,1810.1,0.024193,0.0030391,0.030658,0.029353,0.0033189,0.010945,0.0059245,0.021303,2.2901,3.3317,0.84339,0.13574,0.45824,0.3863,0.16473,0.50221,0.3092,0.17386,0.49515,0.30965,11.895,3.0904,38400,106430,105230,0.060013,0.06326,0.042017,0.11894,0.12546,0.043646,0.17366,0.18341,0.044602,0.22268,0.23518,0.04505,0.26596,0.27977,0.04522,0.013833,0.011918,0.10296,0.035977,0.049215,-0.035779,0.025611,0.02212,0.090511,0.041695,0.060196,-0.045448,0.038771,0.033716,0.081179,0.045619,0.069042,-0.052732,0.0052281,0.0043328,0.097445,0.021471,0.036684,-0.027276,0.010398,0.0087414,0.088716,0.026284,0.04433,-0.034347,0.01732,0.014945,0.085806,0.032041,0.0519,-0.037312,0.0083041,0.0073138,0.11123,0.029129,0.032,-0.02365,0.014673,0.012884,0.096954,0.033019,0.039231,-0.030145,0.020825,0.018154,0.083403,0.033922,0.044027,-0.037158,0.00030122,0.00027095,0.04981,0.0030813,0.011789,-0.004748,0.00092998,0.00092694,0.049171,0.0045464,0.017774,-0.00021872,0.0017814,0.0018206,0.046438,0.0055185,0.023056,0.001949,0.75424,746,"1"
-0.0027047,0.22873,0.22798,-0.87847,0.2216,-1.0254,0.16727,0.25338,3.4508,0.04617,3.1486,6.0958e-05,1.6853,3.4173,0.24256,4.4335,0.0059912,0.87855,4.9252e+16,4.9252e+16,4.9252e+16,4.9252e+16,NA,NA,0.19781,0.1018,0.19781,0.67903,0.92749,0.23576,NA,NA,245,75.771,13486,755370,15.085,232.67,107890,12888,9168,0.91536,0.93339,0.14433,0.10779,0.067149,0.46028,2135,1174.1,0.024798,0.003747,0.033082,0.022999,0.007195,0.0089649,0.0084216,0.010348,2.7421,1.03,1.8769,0.15222,0.45563,0.37243,0.21572,0.48221,0.27885,0.22522,0.48817,0.26399,8.8512,2.9795,30997,86550,85040,0.047966,0.04366,0.037587,0.094676,0.087234,0.038885,0.14074,0.12999,0.040459,0.18711,0.17326,0.042368,0.23115,0.21606,0.043987,0.014781,0.015508,0.12313,0.041424,0.057487,0.014899,0.029973,0.032172,0.11856,0.054077,0.075909,0.029892,0.047742,0.052018,0.11188,0.063606,0.091788,0.044966,0.0095631,0.010943,0.1995,0.047036,0.059387,0.034911,0.019122,0.022583,0.1826,0.058808,0.075794,0.058243,0.02986,0.036171,0.16557,0.066878,0.089728,0.08263,0.0044248,0.0037737,0.066337,0.012934,0.022429,-0.023718,0.0087939,0.007451,0.065035,0.016905,0.02919,-0.033339,0.014669,0.012558,0.065751,0.021559,0.036019,-0.039664,0.0007931,0.00079167,0.14679,0.012735,0.019237,-0.00015067,0.0021718,0.0022208,0.12852,0.01636,0.028025,0.0025095,0.0035641,0.0035619,0.10399,0.016864,0.03425,-8.2443e-05,0.85071,746,"0"
-0.012948,0.52036,0.52136,-0.69133,0.49886,-0.54771,-0.20774,0.36547,5.0354,0.10841,3.1109,0.00035252,5.9847,7.6681,0.60751,10.985,0.014844,0.69447,5.7127e+16,5.7127e+16,5.7127e+16,5.7127e+16,NA,NA,0.25958,0.22971,0.25958,0.25785,0.61476,0.1637,NA,NA,328,31.963,6654,136320,17.604,315.53,53232,4440,2912,0.91789,0.94135,0.096387,0.066735,0.068293,0.39054,1970.9,1011.2,0.021975,0.0020195,0.03683,0.039462,0.0061549,0.012518,0.010821,0.024969,1.2228,0.1513,0.61357,0.13392,0.44347,0.40255,0.18052,0.45962,0.33379,0.19171,0.44632,0.33591,8.0373,3.2204,25804,48440,46332,0.036831,0.032978,0.020078,0.073555,0.066513,0.021017,0.10953,0.099317,0.021905,0.14455,0.13264,0.02277,0.18392,0.17143,0.024349,0.02314,0.0237,0.13411,0.058687,0.071239,0.011658,0.043096,0.044838,0.11859,0.0697,0.089388,0.025418,0.065034,0.069092,0.10603,0.077329,0.10488,0.047527,0.010833,0.011845,0.15722,0.044995,0.057789,0.030898,0.021524,0.023831,0.14299,0.055948,0.073032,0.047656,0.034385,0.039217,0.13265,0.065445,0.088014,0.077248,0.011981,0.011522,0.12497,0.039759,0.043316,-0.013083,0.02128,0.020691,0.10949,0.045948,0.054325,-0.011941,0.03069,0.029902,0.095706,0.049003,0.061918,-0.01307,0.0003254,0.00033268,0.041898,0.0030989,0.013491,0.0014728,0.00089571,0.00090194,0.036876,0.003737,0.018785,0.000651,0.001565,0.0015217,0.031766,0.0037463,0.02418,-0.0032345,0.81534,746,"1"
-0.0024321,0.13849,0.14025,-0.92713,0.13184,-0.70017,-0.2448,0.047678,2.712,0.044944,3.1673,7.2699e-05,1.7248,4.6179,0.13915,6.2692,0.0084718,0.93012,3.8824e+16,3.8824e+16,3.8824e+16,3.8824e+16,NA,NA,0.13891,0.070816,0.13891,0.53374,0.65818,0.23087,NA,NA,321,51.894,13993,609680,17.78,317.74,111940,3240,2896,0.91761,0.94102,0.064639,0.043881,0.050065,0.24189,1975.1,1088.2,0.021635,0.0024976,0.022266,0.022806,0.0064664,0.010794,0.016527,0.028562,0.59429,0.9104,0.26981,0.13591,0.44493,0.39539,0.17964,0.47008,0.31479,0.18853,0.46499,0.30958,5.4611,3.1632,32657,73839,71287,0.051704,0.053032,0.039324,0.098465,0.099583,0.039252,0.14699,0.14871,0.041013,0.19478,0.19727,0.042807,0.23714,0.23982,0.0438,0.012612,0.01343,0.10198,0.033332,0.056827,0.025658,0.026649,0.028071,0.10231,0.045822,0.074388,0.029247,0.044925,0.046835,0.10218,0.057916,0.090449,0.029643,0.0049658,0.0048354,0.10055,0.020955,0.040116,-0.0066792,0.011015,0.010751,0.10209,0.029579,0.051127,-0.0083989,0.018817,0.018486,0.10127,0.037301,0.061832,-0.0078868,0.0075402,0.0085096,0.10972,0.026913,0.039408,0.038468,0.015222,0.016943,0.10926,0.03611,0.052056,0.046129,0.025174,0.027409,0.10952,0.045391,0.062816,0.045517,0.00010624,8.4875e-05,0.019084,-0.00048277,0.011065,-0.011615,0.00074689,0.00065375,0.042899,0.0030671,0.020436,-0.01391,0.0021091,0.0019677,0.059726,0.0077517,0.030642,-0.010576,0.96166,746,"1"
-0.00095345,0.11779,0.1178,-0.93917,0.11537,-1.0739,0.14342,0.099499,2.5215,-0.0042242,3.1944,0.00025644,1.7436,5.0523,0.11878,6.8641,0.0092759,0.94045,4.108e+16,4.108e+16,4.108e+16,4.108e+16,NA,NA,0.40626,0.19052,0.40626,0.48423,0.89579,0.20322,NA,NA,252,49.171,5984,154370,13.907,207.64,47872,11264,7072,0.91472,0.93722,0.19818,0.15941,0.071809,0.64768,3748.4,1276.8,0.022903,0.0026676,0.051789,0.032802,0.0074903,0.0031736,0.012745,0.007885,0.29738,1.763,2.3187,0.14277,0.45452,0.3844,0.18473,0.49292,0.30372,0.20439,0.48868,0.28974,14.27,3.0752,89203,258030,257190,0.034692,0.024923,0.019626,0.064933,0.047367,0.019253,0.099004,0.072953,0.020546,0.13978,0.10624,0.022849,0.18469,0.14443,0.025373,0.012692,0.01725,0.07633,0.028894,0.048867,0.063893,0.024253,0.034285,0.069254,0.034788,0.063277,0.096811,0.037653,0.052651,0.063701,0.039305,0.074083,0.11391,0.010318,0.015605,0.15539,0.043408,0.062994,0.082167,0.02004,0.031399,0.13815,0.052553,0.079846,0.12076,0.031679,0.048607,0.12681,0.060672,0.091943,0.1401,0.0023201,0.0016108,0.025111,0.0027164,0.010625,-0.022878,0.0040714,0.0027956,0.021737,0.0020188,0.013575,-0.02902,0.00568,0.0038588,0.01838,0.00047904,0.016108,-0.034247,5.4064e-05,3.4274e-05,0.0072236,-0.0012657,0.0085291,-0.005379,0.00017243,0.00010857,0.0073665,-0.0018848,0.012103,-0.0083391,0.00041959,0.00025891,0.0088381,-0.0021757,0.015967,-0.01248,0.73194,746,"1"
